"date","chamber","T_treatment","branch","Rleaf","Rbranch","leaf_dw","SLA","diam1","diam2","diam.m","branch_dw"
2014-05-22,"C02","elevated","82",2.53236710100686,1.60291250284671,36.2445321307779,95.976223136717,7.11,7.27,7.19,10.7317
2014-05-22,"C02","elevated","93",3.86184150230675,1.62039324181078,12.9216528081692,108.988884138521,5.54,5.54,5.54,5.0829
2014-05-22,"C03","ambient","72",3.33389718416037,1.71517045934036,17.7695657601427,87.6808007479514,6.34,6.35,6.345,7.9649
2014-05-22,"C03","ambient","79",3.75147825513555,1.7166781206975,9.90339285714286,84.8937954164338,4.65,4.33,4.49,3.957
2014-05-22,"C04","elevated","91",2.4198489685639,1.57887667262414,14.6280800464037,69.4163999015021,5.27,5.07,5.17,3.8607
2014-05-22,"C04","elevated","98",1.55060889100196,1.39072551372166,27.5390544293252,76.7491543528574,7.66,7.57,7.615,9.8166
2014-05-22,"C05","ambient","91",4.27561777955695,2.40897739328756,48.9996908101918,70.4292623941959,7.82,8.22,8.02,14.8113
2014-05-22,"C05","ambient","93",4.08107673743421,2.27422877953162,45.4115339918652,60.7243460764588,8.02,7.32,7.67,11.6316
2014-05-22,"C06","elevated","84",3.10783562310763,0.986382268558156,30.7737453819271,75.9168571117641,8.48,8.7,8.59,15.6279
2014-05-22,"C06","elevated","94",3.05008120389614,1.39561320681546,10.7544676524954,104.910103130419,5,4.74,4.87,4.5074
2014-05-22,"C07","ambient","67",2.24610860699328,1.53503599955489,13.1916720862571,56.4786178948491,5.81,5.86,5.835,5.3919
2014-05-22,"C07","ambient","81",2.70228957320646,1.72289506623328,37.1376858638743,69.1738408095454,7.6,8.23,7.915,13.1369
2014-05-22,"C08","elevated","83",1.72464412359974,1.3644306635997,32.0543566698203,67.7487138613144,7.18,7.21,7.195,10.5642
2014-05-22,"C08","elevated","93",2.53404476987263,1.55084667215297,45.9992051358615,64.740617832219,7.42,7.51,7.465,12.3945
2014-05-22,"C09","ambient","88",3.79429021858837,2.28518481194295,23.4225102087114,85.8992212079014,6.55,6.43,6.49,7.6631
2014-05-22,"C09","ambient","94",5.03127661081176,2.08716654515671,21.7375278195489,99.7773159144893,6,6.06,6.03,7.3256
2014-05-22,"C10","elevated","86",3.22242526519738,1.32819981409922,12.3666600985222,88.1569387260838,5.46,5.57,5.515,5.745
2014-05-22,"C10","elevated","97",3.95264943696066,1.60145255156398,12.8708267716535,97.4643566143295,5.85,6.3,6.075,5.6842
2014-05-22,"C11","ambient","1.1-13",2.82506601591843,1.84601925727036,22.540440284735,68.8428706923807,6.4,6.54,6.47,7.9329
2014-05-22,"C11","ambient","1.1-9",2.95362922998645,1.62900147496238,25.8137308691886,65.6420053259233,7.35,7.27,7.31,11.6285
2014-05-22,"C12","elevated","77",2.95282452125476,1.23443932681991,50.0354557377049,68.4061370077201,8.32,7.74,8.03,17.5228
2014-05-22,"C12","elevated","83",2.37335729755942,1.12806399096249,45.4601654237288,78.989414819253,8.47,7.9,8.185,15.2697
