id,date,machine,user,Obs,HHMMSS,FTime,EBal?,chamber,leaf,T_treatment,Water_treatment,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,leaf mass ,LA,lma,Amass
12,2013-05-15,uws3,mike,12,10:59:41,1022,0,C01,3,ambient,control,20.67620321,0.217643127,232.5537817,2.024017826,0.988945208,20.61292648,6,1.420000017,1,2.840000033,17.87351036,20.61292648,17.0108757,425.3339844,399.539856,11.98448086,14.3795166,58.73954391,70.47833252,499.762085,1799.530029,907.6373901,100.7148285,-2.298508644,-0.146016985,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832936808,0.002024018,293.7629265,291.0235104,287.9247983,2.015868091,2.437175757,24.19877781,9.819261207,19.24321842,2.238873154,0.202151283,1.448230548,0.790642606,0.12765069,23.42161424,0.582054026,61.56950796,389.7113792,0.032665807,0.4091,45.11,90.68942585,227.989129
13,2013-05-15,uws3,mike,13,10:59:52,1033,0,C01,3,ambient,control,20.7513663,0.217591914,231.9501887,2.02352335,0.988896456,20.62189674,6,1.420000017,1,2.840000033,17.87488174,20.62189674,17.00914955,425.4406738,399.5562134,11.99907589,14.3935194,58.80544662,70.54020691,499.7564697,1799.427002,911.3779907,100.7138748,-2.298508644,-0.146016985,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83292745,0.002023523,293.7718967,291.0248817,287.9083139,2.01491322,2.438523567,24.21238952,9.818870122,19.24838924,2.239594332,0.202107101,1.449627111,0.789967221,0.127622502,23.36060227,0.580519539,61.59145852,389.6920077,0.032797873,0.4091,45.11,90.68942585,228.8179256
14,2013-05-15,uws3,mike,14,11:00:03,1044.5,0,C01,3,ambient,control,20.78346108,0.217218511,231.3989904,2.021849677,0.989664237,20.63722038,6,1.420000017,1,2.840000033,17.87593079,20.63722038,17.00758743,425.4382935,399.5184631,12.01616478,14.40838242,58.88690186,70.61029816,499.8002014,1799.202759,913.168396,100.7165985,-2.298508644,-0.146016985,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833000336,0.00202185,293.7872204,291.0259308,287.872435,2.013461766,2.440827504,24.23461019,9.826227773,19.25657558,2.240736502,0.201784913,1.451163267,0.789573235,0.127416954,23.30571921,0.579194735,61.59250413,389.6390011,0.032853626,0.4091,45.11,90.68942585,229.1718234
15,2013-05-15,uws3,mike,15,11:00:15,1056,0,C01,3,ambient,control,20.70457953,0.216869009,231.7839698,2.018924352,0.989680797,20.64739037,6,1.420000017,1,2.840000033,17.87633133,20.64739037,17.00726128,425.3613586,399.5336304,12.03454971,14.42363548,58.97459412,70.68216705,499.7235718,1799.238159,915.1881714,100.7150269,-2.298508644,-0.146016985,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83287262,0.002018924,293.7973904,291.0263313,287.878099,2.013765746,2.442357632,24.25018102,9.826545534,19.26186085,2.241474181,0.201483277,1.452676835,0.788797346,0.127224524,23.34412874,0.580136319,61.61093213,389.6916649,0.032734301,0.4091,45.11,90.68942585,228.3020246
16,2013-05-15,uws3,mike,16,11:00:29,1070,0,C01,3,ambient,control,20.68706904,0.217499622,232.3862602,2.021350626,0.988205412,20.65187454,6,1.420000017,1,2.840000033,17.88347626,20.65187454,17.00376129,425.3562012,399.5530701,12.0532589,14.44472122,59.040802,70.75496674,499.8162231,1798.92395,914.8659058,100.7168732,-2.298508644,-0.146016985,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833027039,0.002021351,293.8018745,291.0334763,287.8278256,2.012200023,2.443032567,24.25643778,9.811716557,19.2676754,2.24228598,0.202027475,1.454827155,0.787458825,0.127571702,23.4052175,0.581615504,61.68612095,389.7194282,0.032744199,0.4091,45.11,90.68942585,228.1089427
17,2013-05-15,uws3,mike,17,11:10:51,1692,0,C02,1,elevated,control,31.29316203,0.623548564,296.7379788,5.784836186,1.113616847,23.04796791,6,1.420000017,1,2.840000033,21.00997353,23.04796791,20.12038422,438.6063843,398.2584534,10.19529724,17.02425385,41.10741425,68.64175415,499.6095886,1799.694214,1144.07019,100.6976166,-0.589859962,-0.151042849,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832682648,0.005784836,296.1979679,294.1599735,287.9510678,0.12178574,2.827918633,28.08327276,11.05901892,22.02897072,2.658198794,0.511290052,1.714301786,0.943897008,0.328045967,29.88080721,0.745088965,66.9650949,383.3831829,0.054659402,0.3173,37.64,84.29861849,371.2179699
18,2013-05-15,uws3,mike,18,11:11:04,1704.5,0,C02,1,elevated,control,31.33584828,0.620078075,296.1119071,5.775000225,1.116815876,23.06441116,6,1.420000017,1,2.840000033,21.00898361,23.06441116,20.12014961,438.612915,398.2250977,10.20408726,17.02037239,41.14551544,68.63053894,499.68927,1799.813965,1122.561646,100.697998,-0.589859962,-0.151042849,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83281545,0.005775,296.2144112,294.1589836,287.9702279,0.124846667,2.830733302,28.11111797,11.09074557,22.03669739,2.659451393,0.508954335,1.713917426,0.945533967,0.326507734,29.81787624,0.743579219,66.86953646,383.3295361,0.054663506,0.3173,37.64,84.29861849,371.7243395
19,2013-05-15,uws3,mike,19,11:11:17,1717.5,0,C02,1,elevated,control,31.34350682,0.615071276,295.411961,5.761158518,1.121551333,23.08664131,6,1.420000017,1,2.840000033,21.01247025,23.08664131,20.12217522,438.6167908,398.2280579,10.21167374,17.01140022,41.1667366,68.57875824,499.710083,1799.770874,1113.152344,100.6966553,-0.589859962,-0.151042849,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832850138,0.005761159,296.2366413,294.1624702,287.9633334,0.129508114,2.834542437,28.14932064,11.13792042,22.04955578,2.661537059,0.50557638,1.712991104,0.948545955,0.324283774,29.7469964,0.74181604,66.7251228,383.3288558,0.054558881,0.3173,37.64,84.29861849,371.8151897
20,2013-05-15,uws3,mike,20,11:11:31,1732,0,C02,1,elevated,control,31.29527895,0.609700645,294.7324807,5.742936189,1.126113944,23.10647774,6,1.420000017,1,2.840000033,21.01677895,23.10647774,20.12045097,438.4599609,398.1362305,10.22078991,16.99946976,41.19357681,68.51416779,499.6821899,1799.714722,1110.241089,100.6990967,-0.589859962,-0.151042849,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83280365,0.005742936,296.2564777,294.1667789,287.954349,0.136864479,2.837945193,28.1824295,11.18295974,22.06162834,2.663496564,0.501942056,1.711831249,0.951665315,0.321891899,29.67929457,0.740280482,66.5775019,383.2599537,0.054364185,0.3173,37.64,84.29861849,371.2430821
21,2013-05-15,uws3,mike,21,11:11:46,1747,0,C02,1,elevated,control,31.85720593,0.605393415,293.5678575,5.723390419,1.128861944,23.11392593,6,1.420000017,1,2.840000033,21.01815414,23.11392593,20.12120438,440.3283081,399.3283386,10.22864246,16.98478889,41.22196198,68.44957733,499.6499023,1799.715576,1107.270386,100.6996231,-0.589859962,-0.151042849,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832749837,0.00572339,296.2639259,294.1681541,287.9544858,0.146290577,2.839223785,28.19497926,11.21019036,22.06604004,2.664212944,0.499019152,1.71036184,0.953851104,0.319968889,29.5621726,0.73515408,66.46920116,384.1849487,0.055117282,0.3173,37.64,84.29861849,377.9089918
22,2013-05-15,uws3,mike,29,11:20:06,2247,0,C02,2,elevated,control,25.85812882,0.636885136,318.815223,5.464366016,1.033510182,22.92019844,6,1.420000017,1,2.840000033,21.03826332,22.92019844,20.12006187,435.8378906,402.149353,11.16011143,17.60607338,44.91258621,70.85362244,499.6765442,1798.192871,56.46611023,100.6823502,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83279424,0.005464366,296.0701984,294.1882633,287.7108529,0.307530982,2.806131027,27.87113156,10.26505818,21.97923088,2.650147643,0.520222475,1.772620845,0.877526798,0.333932039,32.09906592,0.792778157,69.21606968,389.857637,0.045909016,0.387,50.31,76.92307692,336.1556746
23,2013-05-15,uws3,mike,30,11:20:17,2258,0,C02,2,elevated,control,25.86731685,0.63171465,318.1664546,5.436742255,1.035207031,22.92463112,6,1.420000017,1,2.840000033,21.03448296,22.92463112,20.12114334,435.7501526,402.0644531,11.18249512,17.59594154,45.01507187,70.83235931,499.6762085,1799.390625,56.36244202,100.6867065,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832793681,0.005436742,296.0746311,294.184483,287.9024936,0.323197027,2.806884433,27.87740834,10.2814668,21.97955704,2.650200367,0.516767589,1.771677403,0.878522964,0.331654774,32.03513245,0.791331967,69.12795497,389.7683696,0.045877369,0.387,50.31,76.92307692,336.275119
24,2013-05-15,uws3,mike,31,11:20:31,2272,0,C02,2,elevated,control,25.80387702,0.625244709,317.7054901,5.408457084,1.038501059,22.94377708,6,1.420000017,1,2.840000033,21.03541565,22.94377708,20.11917686,435.6993408,402.1053772,11.21623898,17.59590721,45.14744568,70.82678986,499.7084656,1799.169312,56.50608444,100.6847534,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832847443,0.005408457,296.0937771,294.1854156,287.8670834,0.335164425,2.810140637,27.91028971,10.3143825,21.98959637,2.651823692,0.512429894,1.771639579,0.880184113,0.328796768,31.98809893,0.790105052,69.00732815,389.8394499,0.045676665,0.387,50.31,76.92307692,335.4504012
25,2013-05-15,uws3,mike,32,11:20:46,2287,0,C02,2,elevated,control,25.78311219,0.620449741,317.3697779,5.373865639,1.038371636,22.93797112,6,1.420000017,1,2.840000033,21.03575516,22.93797112,20.11955643,435.7711182,402.2149353,11.24841213,17.58792305,45.27460861,70.79099274,499.6616211,1798.92981,56.65022278,100.6816559,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832769368,0.005373866,296.0879711,294.1857552,287.8287631,0.353650661,2.809152852,27.90133741,10.31341436,21.98686314,2.651381652,0.509204699,1.770781216,0.880600436,0.326672598,31.95331477,0.789055179,68.95760825,389.9588786,0.045593057,0.387,50.31,76.92307692,335.1804585
26,2013-05-15,uws3,mike,33,11:21:00,2300.5,0,C02,2,elevated,control,25.83875061,0.616707224,316.7525709,5.354737523,1.039835235,22.94633675,6,1.420000017,1,2.840000033,21.03549767,22.94633675,20.11898804,435.788147,402.1760864,11.27061749,17.58729553,45.36528778,70.79051208,499.6831055,1798.709595,56.44713593,100.6829605,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832805176,0.005354738,296.0963367,294.1854977,287.7935287,0.362104247,2.810576216,27.91511296,10.32781743,21.99091721,2.652037332,0.506681187,1.770740982,0.88129635,0.325011065,31.89158659,0.787596731,68.89574797,389.8935819,0.045658101,0.387,50.31,76.92307692,335.9037579
27,2013-05-15,uws3,mike,22,11:16:14,2014.5,0,C02,3,elevated,control,25.26601984,0.479897136,299.7763758,4.959862017,1.189113836,23.22353935,6,1.420000017,1,2.840000033,21.03483963,23.22353935,20.12071419,435.5862732,402.8527222,10.71993351,16.57608223,43.15192413,66.72521973,499.7462158,1798.72876,820.9519653,100.6863403,-0.192917824,-0.123462588,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83291036,0.004959862,296.3735394,294.1848396,287.7965951,0.531844838,2.858098893,28.38616324,11.81008101,22.12918949,2.674485781,0.410527137,1.668985057,1.005500724,0.262024145,30.1833862,0.744133921,63.59049782,390.8424664,0.041108091,0.3336,48.23,69.16856728,365.2818157
28,2013-05-15,uws3,mike,23,11:16:26,2027,0,C02,3,elevated,control,25.3916201,0.479280116,299.1031,4.952279599,1.188634712,23.20551491,6,1.420000017,1,2.840000033,21.03548431,23.20551491,20.12014961,435.6419067,402.7578125,10.70192909,16.54998779,43.07762527,66.61734772,499.6857605,1799.709961,820.5782471,100.6860504,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832809601,0.00495228,296.3555149,294.1854843,287.9535873,0.54017839,2.854987617,28.35534421,11.80535642,22.12049961,2.673070101,0.410075524,1.666352905,1.006717195,0.261729787,30.11550981,0.742637612,63.55979423,390.6878524,0.041308839,0.3336,48.23,69.16856728,367.0976731
29,2013-05-15,uws3,mike,24,11:16:27,2027.5,0,C02,3,elevated,control,25.36291977,0.479493914,299.2607915,4.952191522,1.188173331,23.20234299,6,1.420000017,1,2.840000033,21.03582573,23.20234299,20.11990929,435.6173401,402.7669678,10.70091724,16.54900742,43.07297897,66.61251831,499.6746826,1799.790039,820.921814,100.6868286,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832791138,0.004952192,296.352343,294.1858257,287.9663998,0.540845969,2.854440405,28.34969026,11.80068285,22.11908436,2.672839602,0.410232027,1.666267073,1.006572529,0.261831793,30.13162003,0.743012251,63.56942593,390.7106504,0.041265992,0.3336,48.23,69.16856728,366.68274
30,2013-05-15,uws3,mike,25,11:16:39,2040,0,C02,3,elevated,control,25.47773115,0.476050833,298.0581286,4.936918206,1.191848185,23.20499039,6,1.420000017,1,2.840000033,21.03335953,23.20499039,20.11941147,435.6046753,402.6262817,10.68718338,16.51713943,43.02397537,66.49394226,499.6992493,1799.75647,816.0045776,100.6862564,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832832082,0.004936918,296.3549904,294.1833595,287.9610287,0.548105369,2.854897121,28.35438741,11.83724798,22.11917496,2.672854357,0.407709181,1.663048936,1.009805421,0.260187649,30.01035716,0.74028483,63.42516856,390.5153886,0.041379404,0.3336,48.23,69.16856728,368.3426179
31,2013-05-15,uws3,mike,26,11:16:52,2052.5,0,C02,3,elevated,control,25.49707493,0.473979261,297.5481206,4.926897587,1.193960772,23.20129204,6,1.420000017,1,2.840000033,21.03886223,23.20129204,20.11937332,435.5686035,402.5716553,10.67064857,16.48902512,42.94496155,66.36152649,499.6917419,1799.50769,804.5724487,100.6911163,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83281957,0.004926898,296.351292,294.1888622,287.921224,0.554093089,2.854259118,28.34668262,11.85765751,22.12007713,2.673001291,0.406188753,1.660298346,1.012702945,0.259196991,29.96045242,0.739118407,63.32991184,390.451567,0.041355385,0.3336,48.23,69.16856728,368.6222793
32,2013-05-15,uws3,mike,27,11:16:52,2053,0,C02,3,elevated,control,25.50251766,0.474201807,297.5797704,4.928359702,1.193822356,23.20084763,6,1.420000017,1,2.840000033,21.03886795,23.20084763,20.11970901,435.5872192,402.5835571,10.66981411,16.48980713,42.94114685,66.3639679,499.7008057,1799.522705,803.7558594,100.6900864,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832834676,0.00492836,296.3508476,294.188868,287.9236264,0.553416134,2.85418246,28.34621127,11.85640414,22.11985779,2.672965566,0.406352182,1.660360104,1.012605462,0.259303468,29.96333278,0.739175173,63.33563454,390.4608816,0.041366964,0.3336,48.23,69.16856728,368.7009673
33,2013-05-15,uws3,mike,28,11:17:05,2066,0,C02,3,elevated,control,25.53969608,0.470624496,296.734627,4.915623463,1.198465059,23.21013641,6,1.420000017,1,2.840000033,21.03421211,23.21013641,20.11891365,435.5991821,402.5554199,10.65466881,16.46010971,42.89117432,66.26141357,499.6738586,1799.347168,786.3626099,100.6870575,-0.192917824,-0.123462588,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832789764,0.004915623,296.3601364,294.1842121,287.8955404,0.557902056,2.855785072,28.36298074,11.90287102,22.12217426,2.673342869,0.403722491,1.657320013,1.016022856,0.25759039,29.87733645,0.737127392,63.17419828,390.4150716,0.041326525,0.3336,48.23,69.16856728,369.2384717
34,2013-05-15,uws3,mike,34,11:32:29,2990,0,C03,1,ambient,control,28.07178239,0.438390918,279.7323977,3.563237259,0.925521333,20.92701149,6,1.420000017,1,2.840000033,18.20044327,20.92701149,16.99928284,436.1599731,400.7374573,11.27718544,15.48955822,54.12096786,74.33679962,499.6771851,1798.802856,142.6091156,100.663765,-0.594071388,-0.064104944,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832795308,0.003563237,294.0770115,291.3504433,287.8084506,1.205538529,2.484758581,24.68374377,9.194185548,19.56372738,2.283961452,0.379768685,1.559237248,0.724724204,0.242007403,28.15891633,0.69804405,67.07148364,387.3934764,0.048602163,0.3424,33.9,101.0029499,277.9303221
35,2013-05-15,uws3,mike,35,11:32:42,3003,0,C03,1,ambient,control,28.03007168,0.437517807,279.7163944,3.555600007,0.925125489,20.92049599,6,1.420000017,1,2.840000033,18.19475746,20.92049599,16.99647522,436.1212158,400.7513123,11.28037071,15.4838686,54.15465546,74.33475494,499.6618042,1798.812256,141.0015106,100.6620407,-0.594071388,-0.064104944,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832769674,0.0035556,294.070496,291.3447575,287.8099545,1.209707783,2.4837633,24.67427923,9.19041063,19.55762672,2.283095855,0.379113294,1.558637811,0.724458044,0.241581584,28.15682308,0.697979984,67.06386077,387.4271586,0.048520213,0.3424,33.9,101.0029499,277.5173569
36,2013-05-15,uws3,mike,36,11:32:56,3016.5,0,C03,1,ambient,control,28.00107981,0.435824257,279.4465896,3.544083923,0.925229966,20.91525841,6,1.420000017,1,2.840000033,18.19368744,20.91525841,17.00054741,436.0830383,400.7583923,11.28574753,15.47508335,54.18341064,74.2966156,499.7315674,1798.821899,140.765976,100.6607513,-0.594071388,-0.064104944,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832885946,0.003544084,294.0652584,291.3436874,287.8114975,1.216332314,2.482963483,24.66664961,9.191566261,19.55447292,2.282648488,0.377841054,1.557733517,0.724914971,0.24075507,28.12930367,0.697294417,67.0327718,387.44802,0.04844495,0.3424,33.9,101.0029499,277.230317
37,2013-05-15,uws3,mike,37,11:33:10,3031,0,C03,1,ambient,control,27.95650899,0.434281492,279.2460608,3.533606216,0.925362497,20.91195488,6,1.420000017,1,2.840000033,18.19022369,20.91195488,17.00012016,436.0053101,400.7365723,11.29110241,15.46840572,54.2221489,74.28240204,499.692749,1798.730347,139.6481934,100.6630325,-0.594071388,-0.064104944,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832821248,0.003533606,294.0619549,291.3402237,287.796849,1.221659055,2.482459126,24.66108027,9.19267455,19.55108929,2.282168604,0.376680943,1.557096629,0.725071975,0.240001495,28.1097553,0.696831984,67.00601807,387.4473868,0.048348612,0.3424,33.9,101.0029499,276.7890347
